_id,timestamp,insert,delete,update,access,invalid_access,corruption_file,sensitive_data_masking,target1,target2,target3,target4
65d1bb9aea2df64ae7c0a275,2024-02-19T14:42:06.270Z,26,84,64,68,63,26,95,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a276,2024-02-19T14:43:06.270Z,75,96,88,15,13,50,62,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a277,2024-02-19T14:44:06.270Z,78,67,8,71,49,93,67,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a278,2024-02-19T14:45:06.270Z,53,77,67,6,18,64,35,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a279,2024-02-19T14:46:06.270Z,64,37,87,32,43,21,14,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a27a,2024-02-19T14:47:06.270Z,51,55,8,97,14,65,9,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c0a27b,2024-02-19T14:48:06.270Z,45,47,99,98,17,59,35,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a27c,2024-02-19T14:49:06.270Z,16,8,81,31,81,96,30,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a27d,2024-02-19T14:50:06.270Z,24,74,65,22,4,94,72,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a27e,2024-02-19T14:51:06.270Z,10,25,41,28,40,83,17,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a27f,2024-02-19T14:52:06.270Z,65,61,80,92,45,91,47,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a280,2024-02-19T14:53:06.270Z,11,81,31,14,22,30,31,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a281,2024-02-19T14:54:06.270Z,56,64,30,72,52,30,71,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a282,2024-02-19T14:55:06.270Z,28,87,5,79,30,20,39,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a283,2024-02-19T14:56:06.270Z,62,81,41,32,2,87,5,bulk_deletion,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c0a284,2024-02-19T14:57:06.270Z,34,56,73,86,11,7,66,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a285,2024-02-19T14:58:06.270Z,33,61,77,15,15,9,80,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a286,2024-02-19T14:59:06.270Z,3,71,28,87,75,80,22,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a287,2024-02-19T15:00:06.270Z,75,34,36,31,40,64,35,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a288,2024-02-19T15:01:06.270Z,69,26,38,9,24,100,31,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a289,2024-02-19T15:02:06.270Z,60,94,57,55,5,49,36,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a28a,2024-02-19T15:03:06.270Z,15,25,56,34,49,84,14,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a28b,2024-02-19T15:04:06.270Z,9,9,14,74,54,35,65,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a28c,2024-02-19T15:05:06.270Z,38,56,62,15,4,79,67,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a28d,2024-02-19T15:06:06.270Z,66,63,98,34,62,72,11,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a28e,2024-02-19T15:07:06.270Z,39,80,38,3,87,48,37,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a28f,2024-02-19T15:08:06.270Z,62,48,7,37,85,37,89,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a290,2024-02-19T15:09:06.270Z,67,27,73,11,26,92,33,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a291,2024-02-19T15:10:06.270Z,56,20,88,75,49,86,68,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a292,2024-02-19T15:11:06.270Z,5,60,15,74,7,46,55,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a293,2024-02-19T15:12:06.270Z,33,59,78,86,47,91,83,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a294,2024-02-19T15:13:06.270Z,51,93,42,63,48,17,35,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a295,2024-02-19T15:14:06.270Z,23,22,22,68,35,95,81,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a296,2024-02-19T15:15:06.270Z,73,6,19,13,70,94,59,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a297,2024-02-19T15:16:06.270Z,50,33,81,20,3,19,15,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a298,2024-02-19T15:17:06.270Z,79,1,74,53,53,54,93,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a299,2024-02-19T15:18:06.270Z,68,48,79,76,89,31,94,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a29a,2024-02-19T15:19:06.270Z,43,42,99,49,46,63,35,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a29b,2024-02-19T15:20:06.270Z,77,14,23,98,73,50,93,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a29c,2024-02-19T15:21:06.270Z,17,53,88,60,90,20,2,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c0a29d,2024-02-19T15:22:06.270Z,97,57,8,77,5,66,24,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a29e,2024-02-19T15:23:06.270Z,56,94,45,52,98,78,21,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a29f,2024-02-19T15:24:06.270Z,77,74,74,70,51,23,1,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c0a2a0,2024-02-19T15:25:06.270Z,87,65,98,97,35,91,32,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2a1,2024-02-19T15:26:06.270Z,83,6,50,3,1,63,49,corruption_file,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c0a2a2,2024-02-19T15:27:06.270Z,73,77,94,51,3,90,95,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2a3,2024-02-19T15:28:06.270Z,45,24,5,96,52,57,84,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2a4,2024-02-19T15:29:06.270Z,14,40,40,33,40,12,48,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2a5,2024-02-19T15:30:06.270Z,85,8,18,6,89,3,76,credential_misuse,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c0a2a6,2024-02-19T15:31:06.270Z,61,64,49,24,44,96,27,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2a7,2024-02-19T15:32:06.270Z,58,93,3,31,72,60,40,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2a8,2024-02-19T15:33:06.270Z,19,34,81,95,75,19,84,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2a9,2024-02-19T15:34:06.270Z,30,1,96,2,66,97,19,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2aa,2024-02-19T15:35:06.270Z,26,99,1,41,66,62,40,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2ab,2024-02-19T15:36:06.270Z,44,29,37,61,0,28,91,corruption_file,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c0a2ac,2024-02-19T15:37:06.270Z,84,54,29,91,84,40,56,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2ad,2024-02-19T15:38:06.270Z,14,64,64,44,100,35,35,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2ae,2024-02-19T15:39:06.270Z,32,59,50,79,8,40,77,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2af,2024-02-19T15:40:06.270Z,60,5,33,15,89,85,4,credential_misuse,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c0a2b0,2024-02-19T15:41:06.270Z,41,58,23,96,85,9,37,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2b1,2024-02-19T15:42:06.270Z,63,44,86,27,39,67,87,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2b2,2024-02-19T15:43:06.270Z,31,69,22,60,18,63,6,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c0a2b3,2024-02-19T15:44:06.270Z,56,3,45,82,69,90,52,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2b4,2024-02-19T15:45:06.270Z,25,14,38,70,87,94,84,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2b5,2024-02-19T15:46:06.270Z,36,13,98,30,100,36,78,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2b6,2024-02-19T15:47:06.270Z,47,39,52,91,6,68,98,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2b7,2024-02-19T15:48:06.270Z,36,86,75,99,7,46,39,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2b8,2024-02-19T15:49:06.270Z,43,15,53,68,44,42,57,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2b9,2024-02-19T15:50:06.270Z,52,48,37,63,100,96,63,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2ba,2024-02-19T15:51:06.270Z,25,87,91,81,86,10,82,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2bb,2024-02-19T15:52:06.270Z,60,6,6,85,6,10,59,corruption_file,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c0a2bc,2024-02-19T15:53:06.270Z,2,72,34,74,73,71,69,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2bd,2024-02-19T15:54:06.270Z,8,97,84,4,17,21,100,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2be,2024-02-19T15:55:06.270Z,69,34,76,12,35,59,93,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2bf,2024-02-19T15:56:06.270Z,9,79,14,18,55,24,90,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2c0,2024-02-19T15:57:06.270Z,41,12,91,92,64,89,72,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2c1,2024-02-19T15:58:06.270Z,55,62,2,42,40,77,52,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2c2,2024-02-19T15:59:06.270Z,0,71,45,13,93,1,38,bulk_deletion,credential_misuse,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2c3,2024-02-19T16:00:06.270Z,56,2,24,98,88,37,15,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2c4,2024-02-19T16:01:06.270Z,34,49,7,93,84,75,4,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c0a2c5,2024-02-19T16:02:06.270Z,23,92,28,63,40,80,27,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2c6,2024-02-19T16:03:06.270Z,92,95,1,91,3,58,31,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2c7,2024-02-19T16:04:06.270Z,64,43,62,50,55,0,36,bulk_deletion,credential_misuse,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2c8,2024-02-19T16:05:06.270Z,36,41,24,65,26,74,5,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c0a2c9,2024-02-19T16:06:06.270Z,52,41,50,5,21,7,7,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c0a2ca,2024-02-19T16:07:06.270Z,10,65,89,22,39,66,66,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2cb,2024-02-19T16:08:06.270Z,14,64,87,71,31,90,91,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2cc,2024-02-19T16:09:06.270Z,98,27,25,44,46,67,3,credential_misuse,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c0a2cd,2024-02-19T16:10:06.270Z,70,34,22,1,67,83,24,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2ce,2024-02-19T16:11:06.270Z,50,27,49,49,22,12,69,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2cf,2024-02-19T16:12:06.270Z,78,95,90,18,80,76,89,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2d0,2024-02-19T16:13:06.270Z,65,17,42,23,72,97,27,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2d1,2024-02-19T16:14:06.270Z,77,43,33,35,26,78,13,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2d2,2024-02-19T16:15:06.270Z,76,60,18,75,17,40,48,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2d3,2024-02-19T16:16:06.270Z,38,4,100,82,57,25,45,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2d4,2024-02-19T16:17:06.270Z,67,5,77,16,9,16,84,corruption_file,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c0a2d5,2024-02-19T16:18:06.270Z,39,62,56,47,17,46,13,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2d6,2024-02-19T16:19:06.270Z,28,87,38,20,38,100,73,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2d7,2024-02-19T16:20:06.270Z,0,19,70,16,6,1,31,sensitive_data_masking,clean_data,clean_data,clean_data
65d1bb9aea2df64ae7c0a2d8,2024-02-19T16:21:06.270Z,67,11,93,60,51,14,3,credential_misuse,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c0a2d9,2024-02-19T16:22:06.270Z,56,11,92,97,74,68,1,credential_misuse,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c0a2da,2024-02-19T16:23:06.270Z,2,95,9,83,48,66,62,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2db,2024-02-19T16:24:06.270Z,66,52,18,36,54,23,96,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2dc,2024-02-19T16:25:06.270Z,50,89,4,85,100,99,86,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2dd,2024-02-19T16:26:06.270Z,51,83,46,50,19,82,66,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2de,2024-02-19T16:27:06.270Z,76,43,15,38,2,22,94,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2df,2024-02-19T16:28:06.270Z,77,93,79,4,70,27,63,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2e0,2024-02-19T16:29:06.270Z,85,28,44,91,34,31,21,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2e1,2024-02-19T16:30:06.270Z,50,16,28,83,68,99,47,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2e2,2024-02-19T16:31:06.270Z,8,85,97,5,54,91,56,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2e3,2024-02-19T16:32:06.270Z,67,100,83,58,1,35,20,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2e4,2024-02-19T16:33:06.270Z,90,61,2,51,10,76,100,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2e5,2024-02-19T16:34:06.270Z,8,70,65,42,64,10,75,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2e6,2024-02-19T16:35:06.270Z,91,25,72,18,63,27,51,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2e7,2024-02-19T16:36:06.270Z,18,91,73,1,61,60,93,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2e8,2024-02-19T16:37:06.270Z,88,33,14,49,6,21,0,bulk_deletion,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c0a2e9,2024-02-19T16:38:06.270Z,87,26,67,61,23,6,45,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2ea,2024-02-19T16:39:06.270Z,82,43,83,2,87,52,49,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2eb,2024-02-19T16:40:06.270Z,11,11,81,36,3,40,51,corruption_file,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c0a2ec,2024-02-19T16:41:06.270Z,92,17,49,85,38,74,100,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2ed,2024-02-19T16:42:06.270Z,95,82,26,42,10,22,88,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2ee,2024-02-19T16:43:06.270Z,18,32,63,100,30,52,96,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2ef,2024-02-19T16:44:06.270Z,72,20,51,84,69,9,32,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2f0,2024-02-19T16:45:06.270Z,83,3,0,96,49,24,84,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2f1,2024-02-19T16:46:06.270Z,25,98,71,0,10,17,90,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2f2,2024-02-19T16:47:06.270Z,19,13,21,57,28,64,85,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2f3,2024-02-19T16:48:06.270Z,28,44,28,65,70,58,32,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2f4,2024-02-19T16:49:06.270Z,77,66,89,13,10,2,6,bulk_deletion,clean_data,clean_data,clean_data
65d1bb9aea2df64ae7c0a2f5,2024-02-19T16:50:06.270Z,30,99,100,88,52,43,12,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2f6,2024-02-19T16:51:06.270Z,26,27,11,46,88,57,22,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2f7,2024-02-19T16:52:06.270Z,52,8,13,86,66,76,26,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2f8,2024-02-19T16:53:06.270Z,74,72,9,35,4,12,71,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2f9,2024-02-19T16:54:06.270Z,81,98,81,51,71,45,59,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2fa,2024-02-19T16:55:06.270Z,56,14,13,68,74,68,50,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2fb,2024-02-19T16:56:06.270Z,44,95,56,11,87,43,89,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2fc,2024-02-19T16:57:06.270Z,15,62,80,32,24,86,83,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a2fd,2024-02-19T16:58:06.270Z,0,98,11,60,7,98,75,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2fe,2024-02-19T16:59:06.270Z,62,80,99,54,19,5,46,bulk_deletion,credential_misuse,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a2ff,2024-02-19T17:00:06.270Z,22,39,73,57,38,19,47,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a300,2024-02-19T17:01:06.270Z,5,52,45,5,73,84,64,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a301,2024-02-19T17:02:06.270Z,28,40,4,30,29,39,100,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a302,2024-02-19T17:03:06.270Z,44,76,28,88,50,53,19,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a303,2024-02-19T17:04:06.270Z,27,30,100,78,51,60,58,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a304,2024-02-19T17:05:06.270Z,40,40,73,11,18,88,38,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a305,2024-02-19T17:06:06.270Z,91,71,95,94,71,2,61,bulk_deletion,credential_misuse,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a306,2024-02-19T17:07:06.270Z,84,12,88,74,98,45,52,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a307,2024-02-19T17:08:06.270Z,87,29,33,41,2,54,3,corruption_file,clean_data,clean_data,clean_data
65d1bb9aea2df64ae7c0a308,2024-02-19T17:09:06.270Z,32,48,63,90,78,93,93,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a309,2024-02-19T17:10:06.270Z,49,90,14,77,9,0,94,bulk_deletion,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c0a30a,2024-02-19T17:11:06.270Z,16,67,99,0,98,49,62,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a30b,2024-02-19T17:12:06.270Z,89,77,44,50,100,19,100,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a30c,2024-02-19T17:13:06.270Z,38,21,61,50,71,77,18,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a30d,2024-02-19T17:14:06.270Z,94,12,92,36,18,47,35,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a30e,2024-02-19T17:15:06.270Z,86,67,93,95,84,11,66,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a30f,2024-02-19T17:16:06.270Z,63,34,7,33,26,86,79,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a310,2024-02-19T17:17:06.270Z,7,56,85,98,16,9,46,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a311,2024-02-19T17:18:06.270Z,78,24,2,36,19,80,50,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a312,2024-02-19T17:19:06.270Z,93,37,90,47,51,1,82,bulk_deletion,credential_misuse,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a313,2024-02-19T17:20:06.270Z,57,61,93,90,46,57,43,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a314,2024-02-19T17:21:06.270Z,89,50,72,74,45,15,33,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a315,2024-02-19T17:22:06.270Z,55,33,20,33,31,36,2,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c0a316,2024-02-19T17:23:06.270Z,15,54,36,39,64,65,83,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a317,2024-02-19T17:24:06.270Z,61,3,29,91,87,63,30,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a318,2024-02-19T17:25:06.270Z,89,34,45,35,42,43,35,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a319,2024-02-19T17:26:06.270Z,87,57,11,1,90,3,1,bulk_deletion,credential_misuse,clean_data,clean_data
65d1bb9aea2df64ae7c0a31a,2024-02-19T17:27:06.270Z,59,53,47,88,94,47,38,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a31b,2024-02-19T17:28:06.270Z,67,64,6,5,56,16,7,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c0a31c,2024-02-19T17:29:06.270Z,79,26,26,67,23,29,28,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a31d,2024-02-19T17:30:06.270Z,9,53,63,20,38,95,66,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c0a31e,2024-02-19T17:31:06.270Z,22,33,56,57,3,70,67,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a31f,2024-02-19T17:32:06.270Z,39,20,25,37,52,2,55,credential_misuse,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c0a320,2024-02-19T17:33:06.270Z,24,28,7,3,45,76,33,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c0a321,2024-02-19T17:34:06.270Z,2,50,23,5,25,74,53,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
